Embedding File,Hit_Percent,Scores
tokensdigTruetashFalsemod1size100wind7.txt,0.0,0.029352441613588111
lemmasdigTruetashFalsemod0size100wind4.txt,0.0,0.0475583864118896
tokensdigFalsetashFalsemod0size200wind4.txt,0.0,0.039012738853503183
controldigTruetashFalsemod0size200wind4.txt,0.0,0.027952294750292834
lemmasdigFalsetashTruemod1size200wind4.txt,0.0,0.06470276008492569
tokensdigTruetashTruemod0size100wind4.txt,0.0,0.032855626326963906
controldigFalsetashTruemod1size100wind7.txt,0.0,0.015416511615544097
lemmasdigFalsetashTruemod0size200wind7.txt,0.0,0.062314225053078556
lemmasdigTruetashTruemod1size100wind4.txt,0.0,0.047983014861995757
tokensdigFalsetashFalsemod0size100wind7.txt,0.0,0.024203821656050957
controldigTruetashTruemod1size100wind7.txt,0.0,0.017861889320078678
controldigTruetashFalsemod1size100wind4.txt,0.0,0.017197316579703973
tokensdigTruetashFalsemod1size100wind4.txt,0.0,0.033227176220806794
lemmasdigFalsetashFalsemod1size200wind7.txt,0.0,0.062579617834394904
tokensdigFalsetashTruemod0size200wind4.txt,0.0,0.038110403397027599
controldigFalsetashFalsemod1size100wind4.txt,0.0,0.014322223405388138
lemmasdigFalsetashTruemod1size100wind7.txt,0.0,0.039225053078556261
lemmasdigFalsetashTruemod0size100wind7.txt,0.0,0.049575371549893846
tokensdigTruetashFalsemod1size200wind7.txt,0.0,0.048089171974522296
lemmasdigFalsetashFalsemod0size100wind7.txt,0.0,0.035031847133757961
controldigFalsetashTruemod0size100wind4.txt,0.0,0.022274201265217161
lemmasdigTruetashFalsemod1size200wind4.txt,0.0,0.061040339702760085
tokensdigFalsetashFalsemod1size100wind7.txt,0.0,0.023142250530785561
controldigFalsetashFalsemod1size200wind4.txt,0.0,0.035938664678947928
tokensdigTruetashTruemod0size100wind7.txt,0.0,0.036889596602972398
controldigFalsetashTruemod1size100wind4.txt,0.0,0.018287172399128169
lemmasdigTruetashFalsemod0size100wind7.txt,0.0,0.049256900212314228
controldigTruetashTruemod0size200wind7.txt,0.0,0.027749720907979374
lemmasdigFalsetashFalsemod1size200wind4.txt,0.0,0.060668789808917198
controldigFalsetashTruemod0size200wind4.txt,0.0,0.03147094784966243
controldigTruetashTruemod0size200wind4.txt,0.0,0.032587315932167349
controldigFalsetashFalsemod0size100wind4.txt,0.0,0.018475135768288787
lemmasdigFalsetashFalsemod0size200wind4.txt,0.0,0.063375796178343949
lemmasdigTruetashFalsemod1size100wind4.txt,0.0,0.040127388535031845
controldigTruetashTruemod1size100wind4.txt,0.0,0.019881983945563765
lemmasdigTruetashTruemod0size200wind7.txt,0.0,0.057059447983014863
lemmasdigTruetashFalsemod0size200wind4.txt,0.0,0.05318471337579618
lemmasdigTruetashTruemod0size100wind7.txt,0.0,0.045912951167728235
tokensdigFalsetashTruemod1size100wind7.txt,0.0,0.023354564755838639
tokensdigFalsetashTruemod0size100wind7.txt,0.0,0.025530785562632698
controldigFalsetashFalsemod1size200wind7.txt,0.0,0.029176871472686616
controldigFalsetashTruemod1size200wind4.txt,0.0,0.033384721705385145
controldigTruetashFalsemod0size100wind7.txt,0.0,0.024491534447875624
tokensdigFalsetashTruemod0size100wind4.txt,0.0,0.028290870488322718
tokensdigFalsetashFalsemod1size100wind4.txt,0.0,0.027016985138004247
controldigTruetashFalsemod0size200wind7.txt,0.0,0.030880630390799701
lemmasdigFalsetashTruemod1size200wind7.txt,0.0,0.05748407643312102
controldigTruetashTruemod0size100wind7.txt,0.0,0.02105151241294987
lemmasdigFalsetashTruemod1size100wind4.txt,0.0,0.046921443736730364
tokensdigFalsetashFalsemod1size200wind7.txt,0.0,0.040976645435244159
lemmasdigTruetashTruemod1size200wind7.txt,0.0,0.063694267515923567
controldigTruetashTruemod1size200wind7.txt,0.0,0.032055712083355482
tokensdigTruetashTruemod1size100wind7.txt,0.0,0.034182590233545647
lemmasdigTruetashFalsemod1size100wind7.txt,0.0,0.045329087048832269
lemmasdigTruetashTruemod0size200wind4.txt,0.0,0.058227176220806795
controldigTruetashFalsemod1size100wind7.txt,0.0,0.016451922053029495
lemmasdigFalsetashTruemod0size100wind4.txt,0.0,0.048513800424628453
lemmasdigTruetashTruemod0size100wind4.txt,0.0,0.050053078556263272
tokensdigTruetashTruemod0size200wind4.txt,0.0,0.037898089171974521
controldigFalsetashTruemod0size200wind7.txt,0.0,0.024666418584870554
tokensdigFalsetashTruemod1size100wind4.txt,0.0,0.031210191082802548
controldigTruetashFalsemod1size200wind7.txt,0.0,0.033063571504632093
tokensdigTruetashFalsemod0size200wind7.txt,0.0,0.0423036093418259
controldigFalsetashTruemod0size100wind7.txt,0.0,0.019403540481633088
controldigFalsetashFalsemod0size200wind7.txt,0.0,0.02534341390693217
tokensdigTruetashTruemod0size200wind7.txt,0.0,0.046125265392781313
lemmasdigFalsetashFalsemod0size200wind7.txt,0.0,0.062101910828025478
controldigFalsetashFalsemod0size200wind4.txt,0.0,0.028484719412203173
lemmasdigTruetashTruemod1size200wind4.txt,0.0,0.067144373673036092
controldigFalsetashFalsemod1size100wind7.txt,0.0,0.015493557661590884
lemmasdigFalsetashTruemod0size200wind4.txt,0.0,0.052972399150743102
controldigTruetashFalsemod0size100wind4.txt,0.0,0.019380257693536365
lemmasdigFalsetashFalsemod0size100wind4.txt,0.0,0.049575371549893846
lemmasdigTruetashTruemod1size100wind7.txt,0.0,0.040233545647558384
tokensdigFalsetashTruemod0size200wind7.txt,0.0,0.035031847133757961
tokensdigTruetashFalsemod0size100wind4.txt,0.0,0.030414012738853503
controldigTruetashTruemod0size100wind4.txt,0.0,0.021689437031524109
tokensdigFalsetashTruemod1size200wind4.txt,0.0,0.047292993630573252
tokensdigTruetashFalsemod0size200wind4.txt,0.0,0.036305732484076432
tokensdigTruetashFalsemod0size100wind7.txt,0.0,0.028237791932059449
tokensdigTruetashTruemod1size200wind7.txt,0.0,0.047239915074309982
lemmasdigTruetashFalsemod0size200wind7.txt,0.0,0.053131634819532911
lemmasdigFalsetashFalsemod1size100wind4.txt,0.0,0.04368365180467091
lemmasdigFalsetashFalsemod1size100wind7.txt,0.0,0.03519108280254777
controldigTruetashFalsemod1size200wind4.txt,0.0,0.032105207113193486
lemmasdigTruetashFalsemod1size200wind7.txt,0.0,0.059076433121019109
controldigTruetashTruemod1size200wind4.txt,0.0,0.022327361650098347
tokensdigTruetashTruemod1size200wind4.txt,0.0,0.048566878980891723
tokensdigFalsetashFalsemod1size200wind4.txt,0.0,0.047823779193205948
tokensdigFalsetashTruemod1size200wind7.txt,0.0,0.042569002123142248
tokensdigFalsetashFalsemod0size200wind7.txt,0.0,0.040074309978768576
controldigFalsetashFalsemod0size100wind7.txt,0.0,0.024012352252156321
controldigFalsetashTruemod1size200wind7.txt,0.0,0.030035617457870395
tokensdigFalsetashFalsemod0size100wind4.txt,0.0,0.027176220806794056
tokensdigTruetashTruemod1size100wind4.txt,0.0,0.032961783439490445
tokensdigTruetashFalsemod1size200wind4.txt,0.0,0.050796178343949047
